program_name_and_version,EnergyPlus 22.2
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 22,-0.01
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 23,0.0
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 24,0.0
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 1,0.0
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 2,0.0
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 3,0.0
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 4,0.0
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 5,0.0
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 6,0.0
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 7,0.0
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 8,0.0
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 9,0.0
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 10,-0.33
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 11,-1.21
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 12,-2.02
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 13,-2.51
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 14,-2.61
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 15,-2.35
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 16,-1.9
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 17,-1.51
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 18,-1.19
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 19,-0.88
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 20,-0.57
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 21,-0.33
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 22,-0.17
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 23,-0.05
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 24,0.0
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 1,-0.08
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 2,-0.02
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 3,0.06
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 4,0.18
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 5,0.27
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 6,0.16
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 7,-0.14
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 8,-0.54
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 9,-1.02
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 10,-1.71
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 11,-2.57
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 12,-3.32
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 13,-3.61
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 14,-3.61
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 15,-3.31
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 16,-2.86
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 17,-2.4
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 18,-1.99
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 19,-1.59
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 20,-1.15
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 21,-0.78
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 22,-0.57
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 23,-0.44
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 24,-0.31
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 1,-0.16
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 2,-0.1
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 3,-0.04
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 4,0.02
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 5,0.07
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 6,0.03
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 7,-0.12
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 8,-0.38
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 9,-0.74
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 10,-1.29
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 11,-2.02
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 12,-2.68
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 13,-3.07
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 14,-3.11
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 15,-2.82
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 16,-2.35
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 17,-1.95
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 18,-1.62
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 19,-1.3
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 20,-0.99
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 21,-0.73
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 22,-0.56
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 23,-0.44
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 24,-0.33
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 1,-0.1
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 2,-0.03
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 3,0.0
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 4,0.0
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 5,0.0
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 6,0.0
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 7,0.0
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 8,-0.02
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 9,-0.16
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 10,-0.42
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 11,-0.77
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 12,-1.1
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 13,-1.33
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 14,-1.47
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 15,-1.48
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 16,-1.4
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 17,-1.29
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 18,-1.17
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 19,-1.01
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 20,-0.85
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 21,-0.7
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 22,-0.59
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 23,-0.49
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 24,-0.38
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 1,-0.22
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 2,-0.16
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 3,-0.09
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 4,-0.02
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 5,0.0
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 6,0.0
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 7,-0.06
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 8,-0.17
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 9,-0.3
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 10,-0.53
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 11,-0.83
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 12,-1.1
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 13,-1.32
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 14,-1.44
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 15,-1.44
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 16,-1.33
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 17,-1.22
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 18,-1.11
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 19,-0.97
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 20,-0.81
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 21,-0.69
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 22,-0.59
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 23,-0.51
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 24,-0.41
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 1,-0.71
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 2,-0.62
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 3,-0.53
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 4,-0.42
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 5,-0.33
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 6,-0.33
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 7,-0.44
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 8,-0.6
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 9,-0.8
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 10,-1.11
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 11,-1.5
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 12,-1.86
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 13,-2.1
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 14,-2.24
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 15,-2.23
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 16,-2.13
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 17,-2.01
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 18,-1.86
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 19,-1.69
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 20,-1.5
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 21,-1.34
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 22,-1.21
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 23,-1.1
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 24,-0.97
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 1,-0.64
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 2,-0.58
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 3,-0.5
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 4,-0.43
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 5,-0.35
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 6,-0.37
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 7,-0.47
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 8,-0.58
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 9,-0.73
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 10,-0.99
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 11,-1.3
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 12,-1.59
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 13,-1.82
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 14,-1.94
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 15,-1.93
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 16,-1.81
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 17,-1.7
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 18,-1.58
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 19,-1.42
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 20,-1.25
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 21,-1.11
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 22,-1.01
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 23,-0.92
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 24,-0.82
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 1,10.7
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 2,10.0
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 3,10.0
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 4,10.0
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 5,10.0
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 6,10.0
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 7,10.0
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 8,15.8
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 9,20.0
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 10,21.3
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 11,26.5
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 12,27.0
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 13,27.0
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 14,27.0
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 15,27.0
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 16,27.0
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 17,27.0
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 18,25.5
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 19,21.1
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 20,20.0
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 21,20.0
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 22,20.0
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 23,20.0
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 24,12.9
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 1,15.6
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 2,15.0
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 3,14.4
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 4,13.9
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 5,13.4
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 6,12.9
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 7,12.4
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 8,16.0
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 9,20.0
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 10,20.0
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 11,20.0
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 12,21.1
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 13,23.2
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 14,24.7
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 15,25.3
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 16,25.3
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 17,24.5
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 18,22.8
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 19,21.5
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 20,20.6
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 21,20.0
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 22,20.0
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 23,20.0
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 24,18.0
Hourly Free Float Temperatures February 1st and July 14th Multiple Test Cases 1,5.5
Hourly Free Float Temperatures February 1st and July 14th Multiple Test Cases 2,3.8
Hourly Free Float Temperatures February 1st and July 14th Multiple Test Cases 3,2.4
Hourly Free Float Temperatures February 1st and July 14th Multiple Test Cases 4,1.1
Hourly Free Float Temperatures February 1st and July 14th Multiple Test Cases 5,0.0
Hourly Free Float Temperatures February 1st and July 14th Multiple Test Cases 6,-0.9
Hourly Free Float Temperatures February 1st and July 14th Multiple Test Cases 7,-1.7
Hourly Free Float Temperatures February 1st and July 14th Multiple Test Cases 8,-1.5
Hourly Free Float Temperatures February 1st and July 14th Multiple Test Cases 9,2.7
Hourly Free Float Temperatures February 1st and July 14th Multiple Test Cases 10,10.0
Hourly Free Float Temperatures February 1st and July 14th Multiple Test Cases 11,18.8
Hourly Free Float Temperatures February 1st and July 14th Multiple Test Cases 12,28.2
Hourly Free Float Temperatures February 1st and July 14th Multiple Test Cases 13,36.6
Hourly Free Float Temperatures February 1st and July 14th Multiple Test Cases 14,43.5
Hourly Free Float Temperatures February 1st and July 14th Multiple Test Cases 15,47.1
Hourly Free Float Temperatures February 1st and July 14th Multiple Test Cases 16,47.7
Hourly Free Float Temperatures February 1st and July 14th Multiple Test Cases 17,45.0
Hourly Free Float Temperatures February 1st and July 14th Multiple Test Cases 18,38.8
Hourly Free Float Temperatures February 1st and July 14th Multiple Test Cases 19,32.2
Hourly Free Float Temperatures February 1st and July 14th Multiple Test Cases 20,26.3
Hourly Free Float Temperatures February 1st and July 14th Multiple Test Cases 21,21.6
Hourly Free Float Temperatures February 1st and July 14th Multiple Test Cases 22,17.1
Hourly Free Float Temperatures February 1st and July 14th Multiple Test Cases 23,13.3
Hourly Free Float Temperatures February 1st and July 14th Multiple Test Cases 24,10.2
Hourly Free Float Temperatures February 1st and July 14th Multiple Test Cases 1,13.0
Hourly Free Float Temperatures February 1st and July 14th Multiple Test Cases 2,12.4
Hourly Free Float Temperatures February 1st and July 14th Multiple Test Cases 3,11.9
Hourly Free Float Temperatures February 1st and July 14th Multiple Test Cases 4,11.4
Hourly Free Float Temperatures February 1st and July 14th Multiple Test Cases 5,11.0
Hourly Free Float Temperatures February 1st and July 14th Multiple Test Cases 6,10.6
Hourly Free Float Temperatures February 1st and July 14th Multiple Test Cases 7,10.2
Hourly Free Float Temperatures February 1st and July 14th Multiple Test Cases 8,10.3
Hourly Free Float Temperatures February 1st and July 14th Multiple Test Cases 9,11.8
Hourly Free Float Temperatures February 1st and July 14th Multiple Test Cases 10,13.8
Hourly Free Float Temperatures February 1st and July 14th Multiple Test Cases 11,16.0
Hourly Free Float Temperatures February 1st and July 14th Multiple Test Cases 12,18.3
Hourly Free Float Temperatures February 1st and July 14th Multiple Test Cases 13,20.5
Hourly Free Float Temperatures February 1st and July 14th Multiple Test Cases 14,22.1
Hourly Free Float Temperatures February 1st and July 14th Multiple Test Cases 15,22.8
Hourly Free Float Temperatures February 1st and July 14th Multiple Test Cases 16,22.9
Hourly Free Float Temperatures February 1st and July 14th Multiple Test Cases 17,22.1
Hourly Free Float Temperatures February 1st and July 14th Multiple Test Cases 18,20.5
Hourly Free Float Temperatures February 1st and July 14th Multiple Test Cases 19,19.3
Hourly Free Float Temperatures February 1st and July 14th Multiple Test Cases 20,18.4
Hourly Free Float Temperatures February 1st and July 14th Multiple Test Cases 21,17.6
Hourly Free Float Temperatures February 1st and July 14th Multiple Test Cases 22,16.8
Hourly Free Float Temperatures February 1st and July 14th Multiple Test Cases 23,16.0
Hourly Free Float Temperatures February 1st and July 14th Multiple Test Cases 24,15.4
Hourly Free Float Temperatures February 1st and July 14th Multiple Test Cases 1,19.9
Hourly Free Float Temperatures February 1st and July 14th Multiple Test Cases 2,19.1
Hourly Free Float Temperatures February 1st and July 14th Multiple Test Cases 3,18.1
Hourly Free Float Temperatures February 1st and July 14th Multiple Test Cases 4,17.0
Hourly Free Float Temperatures February 1st and July 14th Multiple Test Cases 5,15.9
Hourly Free Float Temperatures February 1st and July 14th Multiple Test Cases 6,16.4
Hourly Free Float Temperatures February 1st and July 14th Multiple Test Cases 7,18.8
Hourly Free Float Temperatures February 1st and July 14th Multiple Test Cases 8,20.9
Hourly Free Float Temperatures February 1st and July 14th Multiple Test Cases 9,23.3
Hourly Free Float Temperatures February 1st and July 14th Multiple Test Cases 10,26.4
Hourly Free Float Temperatures February 1st and July 14th Multiple Test Cases 11,30.6
Hourly Free Float Temperatures February 1st and July 14th Multiple Test Cases 12,35.2
Hourly Free Float Temperatures February 1st and July 14th Multiple Test Cases 13,39.2
Hourly Free Float Temperatures February 1st and July 14th Multiple Test Cases 14,42.1
Hourly Free Float Temperatures February 1st and July 14th Multiple Test Cases 15,44.2
Hourly Free Float Temperatures February 1st and July 14th Multiple Test Cases 16,44.9
Hourly Free Float Temperatures February 1st and July 14th Multiple Test Cases 17,44.6
Hourly Free Float Temperatures February 1st and July 14th Multiple Test Cases 18,43.8
Hourly Free Float Temperatures February 1st and July 14th Multiple Test Cases 19,34.5
Hourly Free Float Temperatures February 1st and July 14th Multiple Test Cases 20,30.9
Hourly Free Float Temperatures February 1st and July 14th Multiple Test Cases 21,28.0
Hourly Free Float Temperatures February 1st and July 14th Multiple Test Cases 22,26.0
Hourly Free Float Temperatures February 1st and July 14th Multiple Test Cases 23,24.5
Hourly Free Float Temperatures February 1st and July 14th Multiple Test Cases 24,23.0
Hourly Free Float Temperatures February 1st and July 14th Multiple Test Cases 1,21.2
Hourly Free Float Temperatures February 1st and July 14th Multiple Test Cases 2,20.7
Hourly Free Float Temperatures February 1st and July 14th Multiple Test Cases 3,20.0
Hourly Free Float Temperatures February 1st and July 14th Multiple Test Cases 4,19.2
Hourly Free Float Temperatures February 1st and July 14th Multiple Test Cases 5,18.3
Hourly Free Float Temperatures February 1st and July 14th Multiple Test Cases 6,18.6
Hourly Free Float Temperatures February 1st and July 14th Multiple Test Cases 7,20.3
Hourly Free Float Temperatures February 1st and July 14th Multiple Test Cases 8,22.9
Hourly Free Float Temperatures February 1st and July 14th Multiple Test Cases 9,24.4
Hourly Free Float Temperatures February 1st and July 14th Multiple Test Cases 10,25.6
Hourly Free Float Temperatures February 1st and July 14th Multiple Test Cases 11,26.9
Hourly Free Float Temperatures February 1st and July 14th Multiple Test Cases 12,28.2
Hourly Free Float Temperatures February 1st and July 14th Multiple Test Cases 13,29.1
Hourly Free Float Temperatures February 1st and July 14th Multiple Test Cases 14,29.9
Hourly Free Float Temperatures February 1st and July 14th Multiple Test Cases 15,30.3
Hourly Free Float Temperatures February 1st and July 14th Multiple Test Cases 16,30.4
Hourly Free Float Temperatures February 1st and July 14th Multiple Test Cases 17,30.4
Hourly Free Float Temperatures February 1st and July 14th Multiple Test Cases 18,30.4
Hourly Free Float Temperatures February 1st and July 14th Multiple Test Cases 19,29.0
Hourly Free Float Temperatures February 1st and July 14th Multiple Test Cases 20,27.6
Hourly Free Float Temperatures February 1st and July 14th Multiple Test Cases 21,26.3
Hourly Free Float Temperatures February 1st and July 14th Multiple Test Cases 22,25.5
Hourly Free Float Temperatures February 1st and July 14th Multiple Test Cases 23,24.9
Hourly Free Float Temperatures February 1st and July 14th Multiple Test Cases 24,23.9
Hourly Free Float Temperatures February 1st and July 14th Multiple Test Cases 1,15.4
Hourly Free Float Temperatures February 1st and July 14th Multiple Test Cases 2,13.5
Hourly Free Float Temperatures February 1st and July 14th Multiple Test Cases 3,11.8
Hourly Free Float Temperatures February 1st and July 14th Multiple Test Cases 4,10.2
Hourly Free Float Temperatures February 1st and July 14th Multiple Test Cases 5,8.8
Hourly Free Float Temperatures February 1st and July 14th Multiple Test Cases 6,7.5
Hourly Free Float Temperatures February 1st and July 14th Multiple Test Cases 7,6.4
Hourly Free Float Temperatures February 1st and July 14th Multiple Test Cases 8,6.3
Hourly Free Float Temperatures February 1st and July 14th Multiple Test Cases 9,10.1
Hourly Free Float Temperatures February 1st and July 14th Multiple Test Cases 10,16.6
Hourly Free Float Temperatures February 1st and July 14th Multiple Test Cases 11,24.8
Hourly Free Float Temperatures February 1st and July 14th Multiple Test Cases 12,34.1
Hourly Free Float Temperatures February 1st and July 14th Multiple Test Cases 13,42.7
Hourly Free Float Temperatures February 1st and July 14th Multiple Test Cases 14,50.0
Hourly Free Float Temperatures February 1st and July 14th Multiple Test Cases 15,54.6
Hourly Free Float Temperatures February 1st and July 14th Multiple Test Cases 16,56.5
Hourly Free Float Temperatures February 1st and July 14th Multiple Test Cases 17,55.1
Hourly Free Float Temperatures February 1st and July 14th Multiple Test Cases 18,50.3
Hourly Free Float Temperatures February 1st and July 14th Multiple Test Cases 19,45.0
Hourly Free Float Temperatures February 1st and July 14th Multiple Test Cases 20,40.1
Hourly Free Float Temperatures February 1st and July 14th Multiple Test Cases 21,35.7
Hourly Free Float Temperatures February 1st and July 14th Multiple Test Cases 22,31.7
Hourly Free Float Temperatures February 1st and July 14th Multiple Test Cases 23,28.1
Hourly Free Float Temperatures February 1st and July 14th Multiple Test Cases 24,24.9
Hourly Free Float Temperatures February 1st and July 14th Multiple Test Cases 1,22.8
Hourly Free Float Temperatures February 1st and July 14th Multiple Test Cases 2,22.3
Hourly Free Float Temperatures February 1st and July 14th Multiple Test Cases 3,21.9
Hourly Free Float Temperatures February 1st and July 14th Multiple Test Cases 4,21.4
Hourly Free Float Temperatures February 1st and July 14th Multiple Test Cases 5,20.9
Hourly Free Float Temperatures February 1st and July 14th Multiple Test Cases 6,20.5
Hourly Free Float Temperatures February 1st and July 14th Multiple Test Cases 7,20.2
Hourly Free Float Temperatures February 1st and July 14th Multiple Test Cases 8,20.3
Hourly Free Float Temperatures February 1st and July 14th Multiple Test Cases 9,21.8
Hourly Free Float Temperatures February 1st and July 14th Multiple Test Cases 10,23.7
Hourly Free Float Temperatures February 1st and July 14th Multiple Test Cases 11,25.7
Hourly Free Float Temperatures February 1st and July 14th Multiple Test Cases 12,27.9
Hourly Free Float Temperatures February 1st and July 14th Multiple Test Cases 13,30.1
Hourly Free Float Temperatures February 1st and July 14th Multiple Test Cases 14,31.6
Hourly Free Float Temperatures February 1st and July 14th Multiple Test Cases 15,32.2
Hourly Free Float Temperatures February 1st and July 14th Multiple Test Cases 16,32.3
Hourly Free Float Temperatures February 1st and July 14th Multiple Test Cases 17,31.6
Hourly Free Float Temperatures February 1st and July 14th Multiple Test Cases 18,29.9
Hourly Free Float Temperatures February 1st and July 14th Multiple Test Cases 19,28.8
